Code,Company,Link,"Market Cap","Last trade",Change,%Change,Sector
ASX:BCB,"Bowen Coking Coal Limited (ASX:BCB)",https://www.listcorp.com/asx/bcb/bowen-coking-coal-limited,"	66535400",0.067,-0.00,-1.47,Materials
ASX:ARL,"Ardea Resources Limited (ASX:ARL)",https://www.listcorp.com/asx/arl/ardea-resources-limited,"	66256400",0.5,0.02,4.17,Materials
ASX:RXL,"Rox Resources Limited (ASX:RXL)",https://www.listcorp.com/asx/rxl/rox-resources,"	66195200",0.415,-0.00,-1.19,Materials
ASX:DGR,"DGR Global (ASX:DGR)",https://www.listcorp.com/asx/dgr/dgr-global,"	66129300",0.064,0.00,0,Materials
ASX:FHS,"Freehill Mining Limited (ASX:FHS)",https://www.listcorp.com/asx/fhs/freehill-mining-limited,"	66128000",0.04,0.00,0,Materials
ASX:XRF,"XRF Scientific (ASX:XRF)",https://www.listcorp.com/asx/xrf/xrf-scientific,"	65934900",0.48,-0.01,-2.04,Industrials
ASX:VR1,"Vection Technologies Ltd (ASX:VR1)",https://www.listcorp.com/asx/vr1/vection-technologies,"	65934100",0.07,0.00,2.94,"Information Technology"
ASX:HJPN,"BetaShares Wisdomtree Japan ETF - Currency Hedged (ASX:HJPN)",https://www.listcorp.com/asx/hjpn/betashares-wisdomtree-japan-etf-currency-hedged,"	65926400",15.62,0.31,2.02,Financials
ASX:TTT,"Titomic Limited (ASX:TTT)",https://www.listcorp.com/asx/ttt/titomic-limited,"	65897400",0.45,0.02,4.65,Materials
ASX:ELT,"Elementos Limited (ASX:ELT)",https://www.listcorp.com/asx/elt/elementos,"	65641100",0.016,-0.00,-5.88,Materials
ASX:ASH,"Ashley Services Group Limited (ASX:ASH)",https://www.listcorp.com/asx/ash/ashley-services-group,"	65509000",0.44,-0.02,-3.3,Industrials
ASX:MEC,"Morphic Ethical Equities Fund (ASX:MEC)",https://www.listcorp.com/asx/mec/morphic-ethical-equities-fund,"	65397500",1.23,-0.00,-0.4,Financials
ASX:DRO,"Droneshield Limited (ASX:DRO)",https://www.listcorp.com/asx/dro/droneshield-limited,"	65083700",0.17,0.00,3.03,Industrials
ASX:CDX,"CardieX Limited (ASX:CDX)",https://www.listcorp.com/asx/cdx/cardiex-limited,"	64822700",0.068,-0.00,-2.86,"Health Care"
ASX:LPI,"Lithium Power International (ASX:LPI)",https://www.listcorp.com/asx/lpi/lithium-power-international,"	64731700",0.225,0.01,4.65,Materials
ASX:BML,"Boab Metals Limited (ASX:BML)",https://www.listcorp.com/asx/bml/boab-metals-limited,"	64730500",0.43,0.01,1.18,Materials
ASX:SSL,"Sietel Limited (ASX:SSL)",https://www.listcorp.com/asx/ssl/sietel,"	64700400",8.08,0.00,0,"Real Estate"
ASX:NAM,"Namoi Cotton (ASX:NAM)",https://www.listcorp.com/asx/nam/namoi-cotton,"	64451100",0.37,-0.00,-1.33,Industrials
ASX:DTS,"Dragontail Systems Limited (ASX:DTS)",https://www.listcorp.com/asx/dts/dragontail-systems-limited,"	64347400",0.225,0.00,0,"Information Technology"
ASX:CV1,"CV Check Ltd (ASX:CV1)",https://www.listcorp.com/asx/cv1/cv-check-ltd,"	64324000",0.155,0.00,3.33,"Information Technology"
ASX:QTM,"Quantum Health Group Limited (ASX:QTM)",https://www.listcorp.com/asx/qtm/quantum-health-group-limited,"	64313600",0.057,0.00,0,"Health Care"
ASX:FFG,"Fatfish Group Limited (ASX:FFG)",https://www.listcorp.com/asx/ffg/fatfish-group-limited,"	64196200",0.064,0.00,1.59,Financials
ASX:NZO,"New Zealand Oil & Gas (ASX:NZO)",https://www.listcorp.com/asx/nzo/new-zealand-oil-and-gas,"	64128000",0.39,0.00,0,Energy
ASX:CPN,"Caspin Resources Limited (ASX:CPN)",https://www.listcorp.com/asx/cpn/caspin-resources-limited,"	63676200",1.06,0.00,0,Materials
ASX:C6C,"Copper Mountain Mining Corporation (ASX:C6C)",https://www.listcorp.com/asx/c6c/copper-mountain-mining-corporation,"	63042600",3.93,0.17,4.52,Materials
ASX:OKU,"Oklo Resources (ASX:OKU)",https://www.listcorp.com/asx/oku/oklo-resources,"	63003700",0.125,0.00,0,Materials
ASX:CHM,"Chimeric Therapeutics Limited (ASX:CHM)",https://www.listcorp.com/asx/chm/chimeric-therapeutics-limited,"	62986700",0.31,-0.01,-3.13,"Health Care"
ASX:KPT,"Kangaroo Island Plantation Timbers (ASX:KPT)",https://www.listcorp.com/asx/kpt/kangaroo-island-plantation,"	62975600",1.105,-0.01,-0.9,Materials
ASX:DEM,"De.mem Limited (ASX:DEM)",https://www.listcorp.com/asx/dem/de.mem-limited,"	62828700",0.3,0.01,3.45,Utilities
ASX:FCT,"Firstwave Cloud Technology (ASX:FCT)",https://www.listcorp.com/asx/fct/firstwave-cloud-technology,"	62780800",0.077,-0.01,-8.33,"Information Technology"
ASX:DBF,"Duxton Broadacre Farms (ASX:DBF)",https://www.listcorp.com/asx/dbf/duxton-broadacre-farms,"	62690400",1.495,0.04,2.4,"Consumer Staples"
ASX:ASN,"Anson Resources Limited (ASX:ASN)",https://www.listcorp.com/asx/asn/anson-resources-limited,"	62598000",0.073,0.00,4.29,Materials
ASX:ATR,"Astron Corporation Limited (ASX:ATR)",https://www.listcorp.com/asx/atr/astron-corporation,"	62463300",0.51,0.00,0,Materials
ASX:SEG,"Sports Entertainment Group Limited (ASX:SEG)",https://www.listcorp.com/asx/seg/sports-entertainment-group-limited,"	62397300",0.245,-0.03,-9.26,"Communication Services"
ASX:AKL,"Auckland Real Estate Trust (ASX:AKL)",https://www.listcorp.com/asx/akl/auckland-real-estate-trust,"	61863500",0.77,0.00,0,"Real Estate"
ASX:ATS,"Australis Oil & Gas Ltd (ASX:ATS)",https://www.listcorp.com/asx/ats/australis-oil-and-gas-ltd,"	61784600",0.05,-0.00,-1.96,Energy
ASX:IHR,"IntelliHR Limited (ASX:IHR)",https://www.listcorp.com/asx/ihr/intellihr-limited,"	61689400",0.225,0.00,2.27,"Information Technology"
ASX:SEN,"Senetas Corp (ASX:SEN)",https://www.listcorp.com/asx/sen/senetas,"	61682500",0.058,0.00,1.75,"Information Technology"
ASX:PDZ,"Prairie Mining (ASX:PDZ)",https://www.listcorp.com/asx/pdz/prairie-mining,"	61655900",0.25,-0.02,-7.41,Materials
ASX:IBC,"Ironbark Capital (ASX:IBC)",https://www.listcorp.com/asx/ibc/ironbark-capital,"	61583300",0.5,0.00,0,Financials
ASX:PAL,"Palla Pharma Limited (ASX:PAL)",https://www.listcorp.com/asx/pal/palla-pharma-limited,"	61527000",0.38,0.00,0,"Health Care"
ASX:PH2,"Pure Hydrogen Corporation Limited (ASX:PH2)",https://www.listcorp.com/asx/ph2/pure-hydrogen-corporation-limited,"	61205800",0.19,-0.00,-2.56,Energy
ASX:FME,"Future Metals NL (ASX:FME)",https://www.listcorp.com/asx/fme/future-metals-nl,"	61201800",0.195,-0.01,-4.88,Energy
ASX:AE1,"Aerison Group Ltd (ASX:AE1)",https://www.listcorp.com/asx/ae1/aerison-group,"	61187500",0.205,0.00,2.5,Industrials
ASX:KSN,"Kingston Resources (ASX:KSN)",https://www.listcorp.com/asx/ksn/kingston-resources,"	61003400",0.21,-0.01,-2.33,Materials
ASX:PUR,"Pursuit Minerals Limited (ASX:PUR)",https://www.listcorp.com/asx/pur/pursuit-minerals-limited,"	60852900",0.065,-0.00,-1.52,Materials
ASX:FSI,"Flagship Investments (ASX:FSI)",https://www.listcorp.com/asx/fsi/flagship-investments,"	60723400",2.36,0.00,0,Financials
ASX:ATC,"Altech Chemicals (ASX:ATC)",https://www.listcorp.com/asx/atc/altech-chemicals,"	60464700",0.047,0.00,0,Materials
ASX:TNY,"Tinybeans Group Limited (ASX:TNY)",https://www.listcorp.com/asx/tny/tinybeans-group-limited,"	60408600",1.3,-0.00,-0.38,"Communication Services"
ASX:TMZ,"Thomson Resources Ltd (ASX:TMZ)",https://www.listcorp.com/asx/tmz/thomson-resources,"	60226100",0.125,-0.01,-3.85,Materials
ASX:KOV,"Korvest Ltd (ASX:KOV)",https://www.listcorp.com/asx/kov/korvest,"	60113200",5.3,0.00,0,Industrials
ASX:MAN,"Mandrake Resources Limited (ASX:MAN)",https://www.listcorp.com/asx/man/mandrake-resources-limited,"	59951400",0.145,0.00,3.57,Materials
ASX:RHI,"Red Hill Iron (ASX:RHI)",https://www.listcorp.com/asx/rhi/red-hill-iron,"	59878100",1.02,0.02,2,Materials
ASX:BIS,"Bisalloy Steel Group (ASX:BIS)",https://www.listcorp.com/asx/bis/bisalloy-steel,"	59758200",1.305,0.00,0.38,Materials
ASX:AQI,"Alicanto Minerals (ASX:AQI)",https://www.listcorp.com/asx/aqi/alicanto-minerals,"	59016100",0.195,0.01,8.33,Materials
ASX:VLS,"Vita Life Sciences (ASX:VLS)",https://www.listcorp.com/asx/vls/vita-life-sciences,"	58970900",1.115,-0.01,-0.45,"Health Care"
ASX:TDL,"TBG Diagnostics Limited (ASX:TDL)",https://www.listcorp.com/asx/tdl/tbg-diagnostics-limited,"	58748600",0.27,0.00,0,"Health Care"
ASX:DCG,"Decmil Group (ASX:DCG)",https://www.listcorp.com/asx/dcg/decmil,"	58575600",0.455,0.00,0,Industrials
ASX:BEAR,"BetaShares Australian Equities Bear Hedge Fund (ASX:BEAR)",https://www.listcorp.com/asx/bear/betashares-australian-equities-bear-hedge-fund,"	58391700",9.26,-0.09,-0.96,Financials
ASX:YRL,"Yandal Resources Limited (ASX:YRL)",https://www.listcorp.com/asx/yrl/yandal-resources-limited,"	58255200",0.56,-0.02,-3.45,Materials
ASX:MOZ,"Mosaic Brands Limited (ASX:MOZ)",https://www.listcorp.com/asx/moz/mosaic-brands-limited,"	57997800",0.555,-0.04,-7.5,"Consumer Discretionary"
ASX:MAY,"Melbana Energy Limited (ASX:MAY)",https://www.listcorp.com/asx/may/melbana-energy-limited,"	57921300",0.024,-0.00,-4,Energy
ASX:GEN,"Genmin Limited (ASX:GEN)",https://www.listcorp.com/asx/gen/genmin-limited,"	57817800",0.2,-0.01,-2.44,Materials
ASX:NGY,"NuEnergy Gas (ASX:NGY)",https://www.listcorp.com/asx/ngy/nuenergy-gas,"	57757300",0.035,-0.00,-10.26,Energy
ASX:SWK,"Swick Mining Services (ASX:SWK)",https://www.listcorp.com/asx/swk/swick-mining-services,"	57756800",0.205,0.00,0,Materials
ASX:KKO,"Kinetiko Energy (ASX:KKO)",https://www.listcorp.com/asx/kko/kinetiko-energy,"	57640700",0.105,0.01,7.14,Energy
ASX:PYG,"Paygroup Limited (ASX:PYG)",https://www.listcorp.com/asx/pyg/paygroup-limited,"	57503900",0.495,-0.01,-1,"Information Technology"
ASX:ADS,"Adslot Limited (ASX:ADS)",https://www.listcorp.com/asx/ads/adslot,"	57478200",0.029,0.00,0,"Information Technology"
ASX:LOM,"Lucapa Diamond Company (ASX:LOM)",https://www.listcorp.com/asx/lom/lucapa-diamond,"	57321600",0.053,-0.00,-1.85,Materials
ASX:LSA,"Lachlan Star (ASX:LSA)",https://www.listcorp.com/asx/lsa/lachlan-star,"	57218100",0.047,0.00,4.44,Materials
ASX:ZLD,"Zelira Therapeutics (ASX:ZLD)",https://www.listcorp.com/asx/zld/zelira-therapeutics,"	57135500",0.05,0.00,4.17,"Health Care"
ASX:CHZ,"Chesser Resources (ASX:CHZ)",https://www.listcorp.com/asx/chz/chesser-resources,"	57135500",0.125,0.00,0,Materials
ASX:HRL,"HRL Holdings (ASX:HRL)",https://www.listcorp.com/asx/hrl/hrl-holdings,"	56784400",0.11,-0.01,-4.35,Industrials
ASX:AR9,"archTIS Limited (ASX:AR9)",https://www.listcorp.com/asx/ar9/archtis-limited,"	56711300",0.26,0.01,4,"Information Technology"
ASX:PTL,"Pental Limited (ASX:PTL)",https://www.listcorp.com/asx/ptl/pental,"	56544000",0.415,0.00,0,"Consumer Staples"
ASX:CKA,"Cokal Limited (ASX:CKA)",https://www.listcorp.com/asx/cka/cokal,"	56399500",0.061,0.00,0,Materials
ASX:AOU,"Auroch Minerals Ltd (ASX:AOU)",https://www.listcorp.com/asx/aou/auroch-minerals-ltd,"	56317600",0.21,0.01,5,Materials
ASX:GBE,"Globe Metals & Mining (ASX:GBE)",https://www.listcorp.com/asx/gbe/globe-metals-and-mining,"	55910700",0.125,0.01,4.17,Materials
ASX:INES,"Intelligent Investor Ethical Share Fund (Managed Fund) (ASX:INES)",https://www.listcorp.com/asx/ines/intelligent-investor-ethical-share-fund-managed-fund,"	55848800",3.5,0.02,0.57,Financials
ASX:APW,"AIMS Property Securities Fund (ASX:APW)",https://www.listcorp.com/asx/apw/aims-property-securities-fund,"	55753900",1.205,-0.05,-3.6,"Real Estate"
ASX:AVL,"Australian Vanadium Limited (ASX:AVL)",https://www.listcorp.com/asx/avl/australian-vanadium-limited,"	55692000",0.019,0.00,0,Materials
ASX:BRB,"Breaker Resources NL (ASX:BRB)",https://www.listcorp.com/asx/brb/breaker-resources,"	55393000",0.17,0.00,0,Materials
ASX:IME,"ImExHS Limited (ASX:IME)",https://www.listcorp.com/asx/ime/imexhs-limited,"	55266500",1.8,-0.02,-0.83,"Health Care"
ASX:PAF,"PM Capital Asian Opportunities Fund (ASX:PAF)",https://www.listcorp.com/asx/paf/pm-capital-asian-opportunities-fund,"	55227300",0.965,0.00,0,Financials
ASX:REY,"Rey Resources (ASX:REY)",https://www.listcorp.com/asx/rey/rey-resources,"	55101200",0.26,0.00,0,Energy
ASX:TGH,"Terragen Holdings Limited (ASX:TGH)",https://www.listcorp.com/asx/tgh/terragen-holdings-limited,"	54865200",0.3,0.00,0,Materials
ASX:MDC,"Medlab Clinical Limited (ASX:MDC)",https://www.listcorp.com/asx/mdc/medlab-clinical-limited,"	54748100",0.165,0.01,3.13,"Health Care"
ASX:HWK,"Hawkstone Mining Limited (ASX:HWK)",https://www.listcorp.com/asx/hwk/hawkstone-mining-limited,"	54649100",0.033,0.00,0,Materials
ASX:ESR,"Estrella Resources (ASX:ESR)",https://www.listcorp.com/asx/esr/estrella-resources,"	54616100",0.046,-0.00,-2.13,Materials
ASX:AVR,"Anteris Technologies Ltd (ASX:AVR)",https://www.listcorp.com/asx/avr/anteris-technologies-ltd,"	54444100",8.1,0.25,3.18,"Health Care"
ASX:BBL,"Brisbane Broncos (ASX:BBL)",https://www.listcorp.com/asx/bbl/brisbane-broncos,"	54412600",0.555,0.00,0,"Communication Services"
ASX:GBZ,"GBM Resources (ASX:GBZ)",https://www.listcorp.com/asx/gbz/gbm-resources,"	54405800",0.125,0.00,0,Materials
ASX:PTG,"Proptech Group Limited (ASX:PTG)",https://www.listcorp.com/asx/ptg/proptech-group-limited,"	54367400",0.75,0.02,2.74,"Information Technology"
ASX:DNA,"Donaco International (ASX:DNA)",https://www.listcorp.com/asx/dna/donaco-international,"	54357100",0.044,0.00,0,"Consumer Discretionary"
ASX:TPD,"Talon Energy Ltd (ASX:TPD)",https://www.listcorp.com/asx/tpd/talon-energy-ltd,"	54151100",0.008,-0.00,-11.11,Energy
ASX:DRX,"Diatreme Resources (ASX:DRX)",https://www.listcorp.com/asx/drx/diatreme-resources,"	54084600",0.021,0.00,0,Materials
ASX:ELS,"Elsight Limited (ASX:ELS)",https://www.listcorp.com/asx/els/elsight-limited,"	54003300",0.405,0.00,0,"Information Technology"
ASX:FPC,"Fat Prophets Global Contrarian Fund (ASX:FPC)",https://www.listcorp.com/asx/fpc/fat-prophets-global-contrarian-fund,"	53907600",1.26,0.01,0.8,Financials
ASX:EST,"ANZ ETFS EURO STOXX 50 (ASX:EST)",https://www.listcorp.com/asx/est/anz-etfs-euro-stoxx-50,"	53828800",66.71,0.00,0,Financials
ASX:RNT,"Rent.com.au Limited (ASX:RNT)",https://www.listcorp.com/asx/rnt/rent.com.au-limited,"	53683300",0.135,0.00,0,"Communication Services"
ASX:QFE,"QuickFee Limited (ASX:QFE)",https://www.listcorp.com/asx/qfe/quickfee-limited,"	53409600",0.25,-0.01,-5.66,Financials
ASX:LKO,"Lakes Blue Energy NL (ASX:LKO)",https://www.listcorp.com/asx/lko/lakes-blue-energy,"	53282100",0.0015,0.00,0,Energy
ASX:ACB,"A-Cap Energy Limited (ASX:ACB)",https://www.listcorp.com/asx/acb/a-cap-energy-limited,"	53185000",0.061,0.00,0,Energy
ASX:NAC,"NAOS Absolute Opportunities Company (ASX:NAC)",https://www.listcorp.com/asx/nac/naos-absolute-opportunities-company,"	53177900",1.19,-0.01,-0.83,Financials
ASX:SMX,"Security Matters Limited (ASX:SMX)",https://www.listcorp.com/asx/smx/security-matters-limited,"	52313300",0.335,0.00,0,"Information Technology"
ASX:KAI,"Kairos Minerals Limited (ASX:KAI)",https://www.listcorp.com/asx/kai/kairos-minerals-limited,"	51970600",0.031,0.00,0,Materials
ASX:KLA,"Kirkland Lake Gold Ltd (ASX:KLA)",https://www.listcorp.com/asx/kla/kirkland-lake-gold-ltd,"	51970000",52.51,0.54,1.04,Materials
ASX:FTZ,"Fertoz Ltd (ASX:FTZ)",https://www.listcorp.com/asx/ftz/fertoz,"	51551600",0.26,-0.02,-7.14,Materials
ASX:HGO,"Hillgrove Resources (ASX:HGO)",https://www.listcorp.com/asx/hgo/hillgrove-resources,"	51533300",0.057,0.00,3.64,Materials
ASX:EUR,"European Lithium Limited (ASX:EUR)",https://www.listcorp.com/asx/eur/european-lithium-limited,"	51366500",0.056,0.00,1.82,Materials
ASX:RSH,"Respiri Limited (ASX:RSH)",https://www.listcorp.com/asx/rsh/respiri-limited,"	51321700",0.068,-0.00,-4.23,"Health Care"
ASX:E2M,"E2 Metals Limited (ASX:E2M)",https://www.listcorp.com/asx/e2m/e2-metals-limited,"	51053900",0.34,0.00,0,Materials
ASX:AML,"Aeon Metals (ASX:AML)",https://www.listcorp.com/asx/aml/aeon-metals,"	50817700",0.075,0.00,0,Materials
ASX:KZR,"Kalamazoo Resources Limited (ASX:KZR)",https://www.listcorp.com/asx/kzr/kalamazoo-resources-limited,"	50797500",0.38,-0.01,-1.3,Materials
ASX:NWE,"Norwest Energy NL (ASX:NWE)",https://www.listcorp.com/asx/nwe/norwest-energy,"	50734400",0.011,0.00,10,Energy
ASX:COO,"Corum Group (ASX:COO)",https://www.listcorp.com/asx/coo/corum-group,"	50724300",0.085,0.00,0,"Information Technology"
ASX:STN,"Saturn Metals Limited (ASX:STN)",https://www.listcorp.com/asx/stn/saturn-metals-limited,"	50676500",0.465,0.01,3.33,Materials
ASX:ODY,"Odyssey Gold Limited (ASX:ODY)",https://www.listcorp.com/asx/ody/odyssey-gold-limited,"	50571400",0.095,0.00,0,Materials
ASX:ICG,"Inca Minerals (ASX:ICG)",https://www.listcorp.com/asx/icg/inca-minerals,"	50490600",0.115,-0.01,-4.17,Materials
ASX:LCD,"Latitude Consolidated (ASX:LCD)",https://www.listcorp.com/asx/lcd/latitude-consolidated,"	50329200",0.056,0.00,0,Materials
ASX:NSB,"Neuroscientific Biopharmaceuticals Ltd (ASX:NSB)",https://www.listcorp.com/asx/nsb/neuroscientific-biopharmaceuticals-ltd,"	50215100",0.335,-0.02,-4.29,"Health Care"
ASX:MEM,"Memphasys Limited (ASX:MEM)",https://www.listcorp.com/asx/mem/memphasys-limited,"	50145100",0.065,-0.00,-1.52,"Health Care"
ASX:EDE,"Eden Innovations (ASX:EDE)",https://www.listcorp.com/asx/ede/eden-innovations,"	49988500",0.024,0.00,0,Energy
ASX:SMN,"Structural Monitoring Systems Plc (ASX:SMN)",https://www.listcorp.com/asx/smn/structural-monitoring-systems,"	49939600",0.405,-0.01,-1.22,"Information Technology"
ASX:KTG,"K-TIG Limited (ASX:KTG)",https://www.listcorp.com/asx/ktg/k-tig-limited,"	49883500",0.395,0.00,1.28,Industrials
ASX:MSM,"MSM Corporation International (ASX:MSM)",https://www.listcorp.com/asx/msm/msm-corporation-international,"	49702400",0.059,0.00,0,"Communication Services"
ASX:MEP,"Minotaur Exploration (ASX:MEP)",https://www.listcorp.com/asx/mep/minotaur-exploration,"	49632600",0.098,-0.00,-1.01,Materials
ASX:OSL,"Oncosil Medical (ASX:OSL)",https://www.listcorp.com/asx/osl/oncosil-medical,"	49435300",0.06,-0.00,-3.23,"Health Care"
ASX:FML,"Focus Minerals (ASX:FML)",https://www.listcorp.com/asx/fml/focus-minerals,"	49342100",0.27,0.00,0,Materials
ASX:CNQ,"Clean TeQ Water Limited (ASX:CNQ)",https://www.listcorp.com/asx/cnq/clean-teq-water-limited,"	49132800",1.2,0.10,9.09,Unclassified
ASX:DME,"Dome Gold Mines (ASX:DME)",https://www.listcorp.com/asx/dme/dome-gold-mines,"	49020400",0.17,0.01,6.25,Materials
ASX:AAR,"Anglo Australian Resources NL (ASX:AAR)",https://www.listcorp.com/asx/aar/anglo-australian-resources,"	48887700",0.082,-0.00,-1.2,Materials
ASX:BPH,"BPH Energy (ASX:BPH)",https://www.listcorp.com/asx/bph/bph-energy,"	48539100",0.073,0.00,0,"Health Care"
ASX:INF,"Infinity Lithium Corporation Limited (ASX:INF)",https://www.listcorp.com/asx/inf/infinity-lithium-corporation-limited,"	48318500",0.12,0.00,0,Materials
ASX:DGH,"Desane Group Holdings (ASX:DGH)",https://www.listcorp.com/asx/dgh/desane-group,"	48273800",1.18,0.00,0,"Real Estate"
ASX:TMT,"Technology Metals Australia Limited (ASX:TMT)",https://www.listcorp.com/asx/tmt/technology-metals-australia-limited,"	48057000",0.32,0.00,0,Materials
ASX:HRN,"Horizon Gold Limited (ASX:HRN)",https://www.listcorp.com/asx/hrn/horizon-gold-limited,"	48011400",0.41,-0.04,-8.89,Materials
ASX:OEL,"Otto Energy (ASX:OEL)",https://www.listcorp.com/asx/oel/otto,"	47950100",0.01,0.00,0,Energy
ASX:CCZ,"Castillo Copper (ASX:CCZ)",https://www.listcorp.com/asx/ccz/castillo-copper,"	47783200",0.038,0.00,0,Materials
ASX:MRL,"Mayur Resources Limited (ASX:MRL)",https://www.listcorp.com/asx/mrl/mayur-resources-limited,"	47769900",0.205,-0.02,-6.82,Materials
ASX:XAM,"Xanadu Mines (ASX:XAM)",https://www.listcorp.com/asx/xam/xanadu-mines,"	47713500",0.037,-0.00,-2.63,Materials
ASX:ECL,"Excelsior Capital Limited (ASX:ECL)",https://www.listcorp.com/asx/ecl/excelsior-capital-limited,"	47695900",1.65,0.00,0.3,Industrials
ASX:DXB,"Dimerix Limited (ASX:DXB)",https://www.listcorp.com/asx/dxb/dimerix-limited,"	47519800",0.25,0.01,4.17,"Health Care"
ASX:CUE,"Cue Energy Resources (ASX:CUE)",https://www.listcorp.com/asx/cue/cue-energy,"	47472100",0.068,0.00,0,Energy
ASX:ENR,"Encounter Resources (ASX:ENR)",https://www.listcorp.com/asx/enr/encounter-resources,"	47438500",0.155,0.00,3.33,Materials
ASX:EDC,"Eildon Capital Limited (ASX:EDC)",https://www.listcorp.com/asx/edc/eildon-capital-limited,"	47310500",1.005,0.00,0,Financials
ASX:TRT,"Todd River Resources (ASX:TRT)",https://www.listcorp.com/asx/trt/todd-river-resources,"	47090800",0.085,0.00,0,Materials
ASX:EYE,"Nova Eye Medical Limited (ASX:EYE)",https://www.listcorp.com/asx/eye/nova-eye-medical-limited,"	46698000",0.325,0.00,0,"Health Care"
ASX:MEU,"Marmota Limited (ASX:MEU)",https://www.listcorp.com/asx/meu/marmota-limited,"	46489600",0.048,0.00,0,Energy
ASX:HWH,"Houston We Have Limited (ASX:HWH)",https://www.listcorp.com/asx/hwh/houston-we-have-limited,"	46284900",0.12,0.00,0,"Information Technology"
ASX:AC8,"Auscann Group Holdings (ASX:AC8)",https://www.listcorp.com/asx/ac8/auscann-group-holdings,"	46257400",0.11,0.00,4.76,"Health Care"
ASX:CLB,"Candy Club Holdings Limited (ASX:CLB)",https://www.listcorp.com/asx/clb/candy-club-holdings-limited,"	46211200",0.135,0.00,0,"Consumer Staples"
ASX:MSL,"MSL Solutions (ASX:MSL)",https://www.listcorp.com/asx/msl/msl-solutions,"	46097900",0.15,0.01,7.14,"Information Technology"
ASX:AJQ,"Armour Energy Limited (ASX:AJQ)",https://www.listcorp.com/asx/ajq/armour-energy,"	46054800",0.031,0.00,3.33,Energy
ASX:CGA,"Contango Asset Management Limited (ASX:CGA)",https://www.listcorp.com/asx/cga/contango-asset-management-limited,"	45883500",0.95,-0.00,-0.52,Financials
ASX:IXC,"Invex Therapeutics Ltd (ASX:IXC)",https://www.listcorp.com/asx/ixc/invex-therapeutics-ltd,"	45843800",0.61,0.00,0,"Health Care"
ASX:PO3,"Purifloh Limited (ASX:PO3)",https://www.listcorp.com/asx/po3/purifloh-limited,"	45551500",1.47,0.02,1.73,Utilities
ASX:WRM,"White Rock Minerals (ASX:WRM)",https://www.listcorp.com/asx/wrm/white-rock-minerals,"	45211600",0.51,0.00,0.99,Materials
ASX:NAG,"Nagambie Resources Limited (ASX:NAG)",https://www.listcorp.com/asx/nag/nagambie-resources-limited,"	44993900",0.093,0.00,3.33,Materials
ASX:CCE,"Carnegie Clean Energy Limited (ASX:CCE)",https://www.listcorp.com/asx/cce/carnegie-clean-energy-limited,"	44107700",0.003,0.00,0,Utilities
ASX:VII,"Vietnam Industrial Investments (ASX:VII)",https://www.listcorp.com/asx/vii/vietnam-industrial-investments,"	44106000",0.31,0.00,0,Materials
ASX:AHC,"Austco Healthcare Limited (ASX:AHC)",https://www.listcorp.com/asx/ahc/austco-healthcare-limited,"	44049300",0.15,-0.01,-3.23,"Health Care"
ASX:TFL,"TasFoods Limited (ASX:TFL)",https://www.listcorp.com/asx/tfl/tasfoods-limited,"	43987800",0.12,-0.01,-4,"Consumer Staples"
ASX:CST,"Castile Resources Ltd (ASX:CST)",https://www.listcorp.com/asx/cst/castile-resources-ltd,"	43936200",0.23,0.01,4.55,Materials
ASX:BNL,"Blue Star Helium Limited (ASX:BNL)",https://www.listcorp.com/asx/bnl/blue-star-helium-limited,"	43927200",0.034,-0.00,-2.86,Energy
ASX:AEI,"Aeris Environmental (ASX:AEI)",https://www.listcorp.com/asx/aei/aeris-environmental,"	43889000",0.18,0.00,0,Industrials
ASX:RDH,"RedHill Education (ASX:RDH)",https://www.listcorp.com/asx/rdh/redhill-education,"	43729200",0.87,0.01,1.16,"Consumer Discretionary"
ASX:LAW,"Law Finance Limited (ASX:LAW)",https://www.listcorp.com/asx/law/law-finance-limited,"	43624700",1.09,0.02,1.87,Financials
ASX:EQX,"Equatorial Resources (ASX:EQX)",https://www.listcorp.com/asx/eqx/equatorial-resources,"	43451100",0.33,-0.02,-4.35,Materials
ASX:FEL,"Fe Limited (ASX:FEL)",https://www.listcorp.com/asx/fel/fe-limited,"	43365600",0.073,0.01,17.74,Materials
ASX:WWG,"Wiseway Group Limited (ASX:WWG)",https://www.listcorp.com/asx/wwg/wiseway-group-limited,"	43145600",0.3,0.00,0,Industrials
ASX:SKF,"Skyfii Ltd (ASX:SKF)",https://www.listcorp.com/asx/skf/skyfii-ltd,"	43048400",0.115,0.00,0,"Information Technology"
ASX:PYR,"Payright Limited (ASX:PYR)",https://www.listcorp.com/asx/pyr/payright-limited,"	42951200",0.635,0.00,0.79,Financials
ASX:K2F,"K2fly Limited (ASX:K2F)",https://www.listcorp.com/asx/k2f/k2fly-limited,"	42790300",0.31,0.00,0,"Information Technology"
ASX:ICI,"iCandy Interactive Limited (ASX:ICI)",https://www.listcorp.com/asx/ici/icandy-interactive-limited,"	42720400",0.071,-0.00,-2.74,"Communication Services"
ASX:MOQ,"MOQ Limited (ASX:MOQ)",https://www.listcorp.com/asx/moq/moq-limited,"	42668800",0.24,0.01,4.35,"Information Technology"
ASX:S2R,"S2 Resources Ltd (ASX:S2R)",https://www.listcorp.com/asx/s2r/s2-resources-ltd,"	42510300",0.14,0.00,3.7,Materials
